product_number,ingredients_smiles,review
141355104,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCC(C)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)OCCO', 'C1(C(C(C(C(C1O)O)O)O)O)O', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCC(=O)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Zn+2]', 'C(C(C(=O)O)N)C(=O)[O-].C(C(C(=O)O)N)C(=O)[O-].[Mg+2]', 'C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Cu+2]']",4.5
142138188,"['O', 'CC(CO)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CC(=O)NC(CCC(=O)O)C(=C)NC(CCC(=O)O)C(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C']",5
142677196,"['O', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)N', 'C1=CC=C(C=C1)OCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C1=CC(=CC=C1OCC(CO)O)Cl', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'C=CC(=O)O', '[OH-].[Na+]', 'O=[Ti]=O', 'O=[Si]=O']",4.7
142906636,[],4.5
146159704,['CC(=C)C(=O)OC'],4.4
149032549,"['O', 'CCCCCCCCC=C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C(C(CO)O)O', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCC(=O)OCC(C1C(=C(C(=O)O1)O)O)O', 'CCCCCCCCCCCC(=O)N(C)CC(=O)OC(C)C', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C=CC(=O)[O-].[Na+]', 'CCCCCCCCCCCCCC(C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCCO', 'CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C', 'CCCCCC=CCC=CCCCCCCCC(=O)O']",4.8
158607628,"['O', 'CCC(O)O', 'C(C(CO)O)O', 'C(COCC(COCCO)OCCO)O', 'C1=CC(=CN=C1)C(=O)N', 'CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C', 'C1=CC=C(C=C1)OCCO', 'COCCO[Si](C)(C)OCCOC', 'C=CC(=O)O', 'C(C(CO)(CO)N)O', 'CC1CC(C(=O)C1=O)C', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O', 'CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C', 'CC=CC=CC(=O)[O-].[K+]']",5
159790274,"['O', 'CCC(O)O', 'CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C(CCO)CCO', 'C=CC(=O)OCCO', 'C(C(CO)O)O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CCCCCCC1C=CC(C(C1CCCCCC)C=CCCCCCCCCO)CCCCCCCCOC(=O)CCCCCCCC=CC2C(C=CC(C2CCCCCC)CCCCCC)CCCCCCCC(=O)O', 'CC1CC(C(=O)C1=O)C', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)C1C(C(CO1)O)O', 'CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)[O-])O)O)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.[K+].[K+]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O', 'C1=CC=C(C=C1)OCCO', 'CC=CC=CC(=O)[O-].[K+]']",3.7
16199926,"['O', 'CC1=CCC(CC1)C(C)(CCC=C(C)C)O', 'C1=CC=C(C=C1)OCCO']",3.3
16352494,[],4.2
166194583,"['C(C(CO)O)O', 'CCCCCCCCCCCC(=O)NCCC[N+](CC(=O)[O-])(N)N', 'C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC.C(CO)O.C(COCC(COCCO)(COCCO)COCCO)O', 'C1=CC=C(C=C1)OCCO', '[Na+].[Cl-]', 'CC(C)(CO)N', 'COC1=C(C=C(C(=C1)O)C(=O)C2=CC(=C(C=C2O)OC)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'CCC(O)O', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'C(C(CO)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C[N+](C)(C)CC(=O)[O-]', 'C(CCO)CCO', 'C(C(C(C(C(CO)O)O)O)O)O', 'C(COCC(COCCO)OCCO)O', 'C=CC(=O)OCCO', 'CC(C)(CS(=O)(=O)[O-])NC(=O)C=C.[NH4+]', 'CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C', 'C1=CC=C(C=C1)OCCO', 'CCC(O)O', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)C1C(C(CO1)O)O', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CC=CC=CC(=O)[O-].[K+]', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C(C(CO)O)O', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'C=CC(=O)OCCO', 'O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1', 'CC(=C)C(=O)OC', 'C[Si](C)(C)OO[Si](=O)OO[Si](C)(C)C', 'CCCCCCCCCCCCCC(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCC(C)C', 'C1(C(=O)NC(=O)N1)NC(=O)N', 'CCC(O)O', 'O=[Si]=O', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)C1C(C(CO1)O)O', 'C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N', 'C1=CC=C(C=C1)OCCO', 'C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Na+].[Na+].[Na+]', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CC=CC=CC(=O)[O-].[K+]', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]', 'CCC(O)O', 'CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C(CCO)CCO', 'C=CC(=O)OCCO', 'CCCCCCC1C=CC(C(C1CCCCCC)C=CCCCCCCCCO)CCCCCCCCOC(=O)CCCCCCCC=CC2C(C=CC(C2CCCCCC)CCCCCC)CCCCCCCC(=O)O', 'CC(C)(CO)C(C(=O)NCCCO)O', 'CC(C)CCCCCCCCCCCCCCC(=O)OC(CO)C1C(C(CO1)O)O', 'CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)[O-])O)O)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.[K+].[K+]', 'C(C(CO)O)O', 'C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O', 'CC=CC=CC(=O)[O-].[K+]', 'C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+]']",4.5
16671497,"['O', 'C(C(CO)O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CCCCCCCCCCCCCCCCO', 'C1=CC=C(C=C1)CO', 'C(C(C1C(=C(C(=O)O1)O)O)O)O', 'C=CC(=O)O', 'CCCCCCCCCCCCCCCCOP(=O)([O-])[O-].[K+].[K+]', '[OH-].[K+]', 'CC=CC=CC(=O)O', 'CC=CC=CC(=O)[O-].[K+]']",4.8
16672095,"['O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CC(CO)O', 'CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCC', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CCCCCCCCCCCCCC(=O)OC(C)C', 'CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'C1=CC(=CN=C1)C(=O)N', 'C(C(=O)O)C(CC(=O)O)(C(=O)O)O']",3.7
174009330,[],4.7
174571496,"['O', 'C(C(CO)O)O', '[O-]S(=O)(=O)[O-].[Mg+2]', 'CCCCCCCCC=CCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C(CCCCCCCCCCCCCC)O)O', 'C1=CC(=CN=C1)C(=O)N', 'C1CC(=O)NC1C(=O)[O-].[Na+]', 'C1(C(=O)NC(=O)N1)NC(=O)N', '[OH-].[Na+]', 'CCCCCCC(CC=CCCCCCCCC(=O)OCC(COCC(COCC(CO)O)O)O)O', 'CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C', 'CCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C(=O)[O-].[Na+]', 'CCCCCCCCCCCCCCC(C(C(CO)N)O)O', 'CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C', 'C=CC(=O)O', 'C1=CC=C(C=C1)OCCO']",4.4
188311766,[],4.5
190684243,"['O', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'C(C(=O)O)O', 'CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCC(=O)OC(CC)CCCCC', 'CCCCCCCCCCCCCCCC(=O)OC(C)C', 'CC(C(=O)O)O', 'CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C', 'CCCCCC=CCC=CCCCCCCCC(=O)O', 'C(C(C1C(=C(C(=O)O1)O)O)O)O', 'CC(C)(CO)C(C(=O)NCCC(=O)O)O', 'CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C', 'CC(=O)O.CC(=O)O.C1CC(N(C1)C(=O)CCN)C(=O)NC(CCN)C(=O)NCC2=CC=CC=C2', 'CC(CCC=C(C)C)C=C.CC(=CCCC(=CCO)C)C.CC(=CCCC(=CC=O)C)C.CC1(C2CCC1(C(C2)O)C)C.COC1=C(C=C(C=C1)CC=C)OC', 'CCCCCCCCCCCCCCCCCC(=O)[O-].[K+]', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCCO', '[OH-].[Na+]', 'CC=CC=CC(=O)[O-].[K+]', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]', 'C(CC(=O)[O-])C(C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]', 'C(C(C1C(=C(C(=O)O1)O)O)O)O', 'C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O', 'C1=CC=C(C=C1)OCCO']",2.8
19416448,"['C(C(CO)O)O', 'CCCCCCCCCCCCCC(C)C', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'CC(CO)O', 'C=CC(=O)N', 'C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C', 'O=[Bi].Cl', 'CCCCCCCCCCCCCCCCC(C(=O)OC(CC)CCCCC)O', 'C1=CC=C(C=C1)OCCO', 'CCCCCCCCCCCCCCCCCCO', 'CC=CC=CC(=O)O', 'CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCCCCCO', 'CC1=CCC(CC1)C(=C)C', 'CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CC(CC(=O)O)(C(=O)O)O)O', 'C1C(NC(=O)S1)C(=O)O', 'CC(=CCCC(=CC=O)C)C']",3.6
19416630,"['O', 'O']",3.9
19423416,"['O', 'CCCCCCCCOC(=O)OCCCCCCCC', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCOC(=O)CCCCCCCCC=C', 'CCCCCCCCCCCCCCCCCC(=O)O', 'C(C1C(C(C(C(=O)O1)O)O)O)O', 'C1=CC=C(C=C1)CO', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]']",3.7
19423417,"['O', 'CCCCCCCCOC(=O)OCCCCCCCC', 'C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O', 'CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCCC(=O)O', 'C(C1C(C(C(C(=O)O1)O)O)O)O', 'C1=CC=C(C=C1)CO', 'C1=CC=C(C=C1)C(=O)[O-].[Na+]']",3.5
19529369,"['O', 'C1(C(=O)NC(=O)N1)NC(=O)N', 'CC1CCC(C(C1)OC(=O)C(C)O)C(C)C']",4.6
19766058,"['C(C(CO)O)O', 'CCCCCCCCCCCCCCCCCCO', 'CCCCCCCCCCCCCCCCO', 'CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)[O-])O)O)OC5C(C(C(C(O5)C(=O)[O-])O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C.[K+].[K+]', 'CCCCCCCCCCCCCCCCCC(=O)O', 'CC=CC=CC(=O)O', 'C(C1C(C(C(C(O1)O)O)O)O)O', '[Na+].[Cl-]', 'CC(=CCCC(=CC=O)C)C', 'CC(=CCCC(=CCO)C)C', 'CC1=CCC(CC1)C(=C)C', 'CC(=CCCC(C)(C=C)O)C']",4.4
